23485,Revision of collar bone,
23490,Reinforce clavicle,
23491,Reinforce shoulder bones,
23500,Treat clavicle fracture,
23505,Treat clavicle fracture,
23515,Treat clavicle fracture,
23520,Treat clavicle dislocation,
23525,Treat clavicle dislocation,
23530,Treat clavicle dislocation,
23532,Treat clavicle dislocation,
23540,Treat clavicle dislocation,
23545,Treat clavicle dislocation,
23550,Treat clavicle dislocation,
23552,Treat clavicle dislocation,
23570,Treat shoulder blade fx,
23575,Treat shoulder blade fx,
23585,Treat scapula fracture,
23600,Treat humerus fracture,
23605,Treat humerus fracture,
23615,Treat humerus fracture,
23616,Treat humerus fracture,
23620,Treat humerus fracture,
23625,Treat humerus fracture,
23630,Treat humerus fracture,
23650,Treat shoulder dislocation,
23655,Treat shoulder dislocation,
23660,Treat shoulder dislocation,
23665,Treat dislocation/fracture,
23670,Treat dislocation/fracture,
23675,Treat dislocation/fracture,
23680,Treat dislocation/fracture,
23700,Fixation of shoulder,
23800,Fusion of shoulder joint,
23802,Fusion of shoulder joint,
23900,Amputation of arm & girdle,
23920,Amputation at shoulder joint,
23921,Amputation follow-up surgery,
23929,Shoulder surgery procedure,
23930,Drainage of arm lesion,
23931,Drainage of arm bursa,
23935,Drain arm/elbow bone lesion,
24000,Exploratory elbow surgery,
24006,Release elbow joint,
24065,Biopsy arm/elbow soft tissue,
24066,Biopsy arm/elbow soft tissue,
24075,Remove arm/elbow lesion,
24076,Remove arm/elbow lesion,
24077,Remove tumor of arm/elbow,
24100,Biopsy elbow joint lining,
24101,Explore/treat elbow joint,
24102,Remove elbow joint lining,
24105,Removal of elbow bursa,
24110,Remove humerus lesion,
24115,Remove/graft bone lesion,
24116,Remove/graft bone lesion,
24120,Remove elbow lesion,
24125,Remove/graft bone lesion,
24126,Remove/graft bone lesion,
24130,Removal of head of radius,
24134,Removal of arm bone lesion,
24136,Remove radius bone lesion,
24138,Remove elbow bone lesion,
24140,Partial removal of arm bone,
24145,Partial removal of radius,
24147,Partial removal of elbow,
24149,Radical resection of elbow,
24150,Extensive humerus surgery,
24151,Extensive humerus surgery,
24152,Extensive radius surgery,
24153,Extensive radius surgery,
24155,Removal of elbow joint,
24160,Remove elbow joint implant,
24164,Remove radius head implant,
24200,Removal of arm foreign body,
24201,Removal of arm foreign body,
24220,Injection for elbow x-ray,
24300,Manipulate elbow w/anesth,
24301,Muscle/tendon transfer,
24305,Arm tendon lengthening,
24310,Revision of arm tendon,
24320,Repair of arm tendon,
24330,Revision of arm muscles,
24331,Revision of arm muscles,
24332,"Tenolysis, triceps",
24340,Repair of biceps tendon,
24341,Repair arm tendon/muscle,
24342,Repair of ruptured tendon,
24343,Repr elbow lat ligmnt w/tiss,
24344,Reconstruct elbow lat ligmnt,
24345,Repr elbw med ligmnt w/tissu,
24346,Reconstruct elbow med ligmnt,
24350,Repair of tennis elbow,
24351,Repair of tennis elbow,
24352,Repair of tennis elbow,
24354,Repair of tennis elbow,
24356,Revision of tennis elbow,
24360,Reconstruct elbow joint,
24361,Reconstruct elbow joint,
24362,Reconstruct elbow joint,
24363,Replace elbow joint,
24365,Reconstruct head of radius,
24366,Reconstruct head of radius,
24400,Revision of humerus,
24410,Revision of humerus,
24420,Revision of humerus,
24430,Repair of humerus,
24435,Repair humerus with graft,
24470,Revision of elbow joint,
24495,Decompression of forearm,
24498,Reinforce humerus,
24500,Treat humerus fracture,
24505,Treat humerus fracture,
24515,Treat humerus fracture,
24516,Treat humerus fracture,
24530,Treat humerus fracture,
24535,Treat humerus fracture,
24538,Treat humerus fracture,
24545,Treat humerus fracture,
24546,Treat humerus fracture,
24560,Treat humerus fracture,
24565,Treat humerus fracture,
24566,Treat humerus fracture,
24575,Treat humerus fracture,
24576,Treat humerus fracture,
24577,Treat humerus fracture,
24579,Treat humerus fracture,
24582,Treat humerus fracture,
24586,Treat elbow fracture,
24587,Treat elbow fracture,
